id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction
FKID003153,planned,12.9364416,77.6072177,0.0,0.0,"Hosur Road, Prestige Technopolis, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",,procession,False,2024-03-27 23:49:14.171+00,2024-03-28 06:05:46+00,closed,yes,2024-03-28 02:35:48.067336+00,,,traffic slow movement from [LOCATION] towards dairy due to [PERSON] festival,,,Non-corridor,Low,,,,2024-03-27 23:52:38.007219+00,,1,FKUSR01251,FKUSR00001,,,,Adugodi,,FKKG001211,,,,,,,,,,
FKID003180,planned,12.9990834,77.5710764,12.9992975,77.5717983,"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)","8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",procession,True,2024-03-28 12:25:48.49+00,2024-03-28 15:10:46+00,closed,yes,2024-03-28 14:35:47.739028+00,,,[PERSON] pallakki procession from [LOCATION] 8th cross towards sampige road 18th cross,,,Non-corridor,Low,,,,2024-03-28 12:40:21.301134+00,,1,FKUSR01257,FKUSR00001,,,,Malleshwaram,,FKKG001217,,,,,,,,,,
FKID003194,unplanned,12.9692535,77.7011466,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-28 21:04:50.096+00,,closed,yes,2024-04-20 00:21:57.76955+00,,,[LOCATION] work in progress sir,,,ORR East 2,High,,,,2024-03-28 21:05:39.902345+00,,1,FKUSR00400,FKUSR00001,,,,HAL Old Airport,,FKKG000390,,,,FKUSR00400,2024-04-20 00:21:57.769051+00,,,,,
FKID003233,unplanned,13.097771,77.5989832,0.0,0.0,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",,construction,False,2024-03-29 05:49:32.533+00,,active,yes,2024-03-29 05:52:40.705396+00,,,Chamber work,,,Bellary Road 2,High,,,,2024-03-29 05:51:00.798594+00,,1,FKUSR00374,FKUSR00001,,,,Yelahanka,,FKKG000364,,,,,,,,,,
FKID003302,planned,12.96923191,77.70098502,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-29 19:50:39.972+00,2024-03-29 20:50:39+00,closed,yes,2024-03-29 21:35:48.099927+00,,,[LOCATION] construction,,,ORR East 2,High,,,,2024-03-29 19:52:30.699712+00,,1,FKUSR01080,FKUSR00001,,,,HAL Old Airport,,FKKG001044,,,,,,,,,,
FKID003303,unplanned,12.96877944,77.70122799,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-29 19:58:19.196+00,,closed,yes,2024-03-30 02:36:13.094041+00,,,[LOCATION] construction sir,,,ORR East 2,High,,,,2024-03-29 19:59:06.930453+00,,1,FKUSR01080,FKUSR00001,,,,HAL Old Airport,,FKKG001044,,,,FKUSR01080,2024-03-30 02:36:13.093435+00,,,,,
FKID003312,planned,12.969466,77.7010444,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-29 20:35:09.609+00,2024-03-30 09:05:46+00,closed,yes,2024-03-30 09:35:48.795741+00,,,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station work,,,ORR East 2,High,,,,2024-03-29 20:36:15.188689+00,,1,FKUSR00043,FKUSR00001,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID003349,planned,12.9725245,77.5378415,0.0,0.0,"17th Cross Road, Govindaraja Nagara Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",,construction,False,2024-03-30 00:18:22.42+00,2024-03-30 00:18:46+00,closed,yes,2024-03-30 00:35:48.023849+00,,,ಮರ ಬಿದ್ದಿದೆ ಸರ್,,,West of Chord Road,High,,,,2024-03-30 00:19:24.541471+00,,1,FKUSR00530,FKUSR00001,,,,Vijayanagara,,FKKG000519,,,,,,,,,,
FKID003404,planned,12.9695964,77.7007931,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-30 20:58:40.531+00,2024-03-31 09:05:46+00,closed,yes,2024-03-31 09:35:48.470762+00,,,[LOCATION] station piller work,,,ORR East 2,High,,,,2024-03-30 20:59:23.241746+00,,1,FKUSR00043,FKUSR00009,,,,HAL Old Airport,,FKKG000037,,,,,,,,,,
FKID003465,planned,13.0581665,77.5462351,13.057992,77.546141,"Kitthur Rani Chennamma Road, Kalathur Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)","Hesarghatta Road, Kalathur Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",construction,True,2024-03-31 11:34:48.05+00,2024-03-31 17:05:46+00,closed,yes,2024-03-31 17:35:47.976289+00,,,drainage work progress sir,,,Non-corridor,Low,,,,2024-03-31 11:36:37.399796+00,,1,FKUSR00942,FKUSR00001,,,,Jalahalli,,FKKG000919,,,,,,,,,,
FKID003477,unplanned,12.9773762,77.6086674,12.977369,77.6086646,"Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)","Kamaraj Road, Tyagi Henagalavarayan Junction, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",construction,True,2024-03-31 22:49:30.006+00,,active,yes,2024-03-31 22:57:46.412202+00,,,ನಮಸ್ತೆ ಸರ್ ನಾಲಾ ರೋಡ್ [LOCATION] ವರ್ಕ್ ನಡೆಯುತ್ತಿರುವ ಕಾರಣ ಪಿ ಐ ಸರ್ ಆದೇಶದ [PERSON] ರಸ್ತೆ ಜಂಕ್ಷನ್ ನಿಂದ ಡಿಕನ್ [LOCATION] ರಸ್ತೆ ಜಂಕ್ಷನ್ ಕಡೆಗೆ [PERSON] ಕಾಮರಾಜ ರಸ್ತೆಯನ್ನು ಕ್ಲೋಸ್ ಮಾಡಲಾಗಿದೆ,,,Old Madras Road,High,,,,2024-03-31 22:54:41.971804+00,,1,FKUSR01314,FKUSR00001,,,,Shivajinagar,,FKKG001273,,,,,,,,,,
FKID003485,unplanned,12.9363582,77.703834,0.0,0.0,"Bhoganahalli Main Road, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-04-01 01:56:08.827+00,,closed,yes,2024-04-03 03:20:01.56448+00,,,bhoganahalli junction sir drainage work sir,,,Non-corridor,Low,,,,2024-04-01 01:57:35.569296+00,,1,FKUSR00369,FKUSR00001,,,,HAL Old Airport,,FKKG000359,,,,FKUSR00369,2024-04-03 03:20:01.563283+00,,,,,
FKID003510,planned,12.928608,77.6816848,0.0,0.0,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",,construction,False,2024-04-01 21:49:04.635+00,2024-04-03 00:05:46+00,closed,yes,2024-04-03 00:35:48.458103+00,,,Sir [PERSON] service road ನಲ್ಲಿ sterling [LOCATION] ಎದುರು ಮೋರಿ ಕ್ಲೀನ್ ಮಾಡಲು ಗ್ರಿಲ್ ತೆಗೆದು ಮಿಡಿಯನ್ ಹಾಕಿರುತ್ತಾರೆ ಸರ್ ಸರ್ವಿಸ್ ರಸ್ತೆಯ ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ಸ್ಲೋ ಇದೇ ಸರ್...,,,ORR East 1,High,,,,2024-04-01 21:51:16.644298+00,,1,FKUSR00075,FKUSR00001,,,,HAL Old Airport,,FKKG000069,,,,,,,,,,
FKID003539,planned,12.9665396,77.616609,0.0,0.0,"Lower Agaram Road, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",,construction,False,2024-04-02 04:30:02.783+00,2024-04-03 04:30:46+00,closed,yes,2024-04-03 04:35:48.142538+00,,,,,,Non-corridor,Low,,,,2024-04-02 04:31:01.808075+00,,1,FKUSR00438,FKUSR00001,,,,Halasur,,FKKG000427,,,,,,,,,,
FKID003577,planned,12.9718847,77.6068766,0.0,0.0,"Field Marshal KM Cariappa Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,public_event,False,2024-04-02 22:52:09.622+00,2024-04-02 22:52:46+00,closed,yes,2024-04-02 23:35:47.628156+00,,,,,,Mysore Road,High,,,,2024-04-02 22:53:15.597191+00,,1,FKUSR01327,FKUSR00001,,,,Ashok Nagar,,FKKG001286,,,,,,,,,,
FKID003673,unplanned,13.0013754,77.7576431,0.0,0.0,"Whitefield Main Road, Sri Sathya Sai Gokulam, Sai Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",,construction,False,2024-04-03 20:37:23.289+00,,closed,yes,2024-04-03 21:24:12.517114+00,,,slow moving traffic Belathur towards [LOCATION],,,Non-corridor,Low,,,,2024-04-03 20:37:56.287419+00,,1,FKUSR00281,FKUSR00009,,,,Mahadevapura,,FKKG000273,,,,FKUSR00281,2024-04-03 21:24:12.516515+00,,,,,
FKID003704,planned,12.96417661,77.56987194,12.95737815,77.55203956,"Sultan Road, Cottonpete, Cheluvadi Palya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India","Mysore Road, JJR Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560026, India",public_event,True,2024-04-04 20:05:46+00,2024-04-05 00:05:46+00,closed,yes,2024-04-05 00:05:46.01702+00,,,[PERSON] festival at [LOCATION] road BGS Flyover,,,Mysore Road,High,,,,2024-04-03 23:08:21.537133+00,"[[12.964176608036352,77.56987194161287],[12.96400120498857,77.56957114995058],[12.963655991207967,77.5685517527179],[12.96317478332099,77.56763966045706],[12.962860951589118,77.56670610720188],[12.962578502692136,77.56559013549452],[12.96217052038624,77.56438831980967],[12.961853736639117,77.56341736233976],[12.961639283860372,77.56259647930501],[12.961597439394188,77.56209214593727],[12.961539903241716,77.56083131251792],[12.961539903241716,77.56115322743348],[12.961273144542869,77.55967241882179],[12.96109530525147,77.5588944577758],[12.96088085181935,77.5580413832495],[12.960577478355983,77.55755851087613],[12.960284565695744,77.55704344701118],[12.960216393054433,77.55695770353186],[12.960226854229672,77.5575425156285],[12.960234238571324,77.55806972776216],[12.960218546808752,77.55873501858771],[12.960286544439354,77.55914814272936],[12.960176702103773,77.55914814272936],[12.960155779748664,77.55845602566086],[12.960124396212665,77.558058997265],[12.960129626802276,77.5576512383719],[12.960119165622952,77.5572434794788],[12.960098243262983,77.55677133760265],[12.95973733227691,77.5561972560032],[12.959073305164788,77.55570918947723],[12.958921617378046,77.55562334549975],[12.959371449855595,77.55591306892377],[12.958618241527342,77.55539800505886],[12.958398555335734,77.55515120362355],[12.958225944620644,77.55488830644249],[12.95814225453389,77.5547112532389],[12.958042872519353,77.55443226031208],[12.957933029193946,77.55404059716479],[12.957791801990096,77.55362210777453],[12.957336927959533,77.55218971347637],[12.957619382803058,77.55229165319963],[12.957582768304396,77.5523774971771],[12.957802455215726,77.5529623092738],[12.957985527493777,77.55359540860773],[12.958189522159369,77.5542392384389],[12.958450988613833,77.554845479138],[12.95865498289809,77.55515666355639],[12.958874668863432,77.55534981250574],[12.959167583182406,77.55547857847196],[12.959470958363768,77.55568245791852],[12.959680182411404,77.55591316360797],[12.959936481630159,77.55619752178343],[12.960229394699939,77.5566160111737],[12.960603666086863,77.55719044523018],[12.960927961810317,77.5578020835698],[12.961210412580087,77.55858540986438],[12.961346407280866,77.55916485671244],[12.96157655198985,77.56018425394511],[12.961723007603004,77.56065639582131],[12.961806250495258,77.56226540229392],[12.961889939350359,77.56299507610258],[12.962214233398182,77.56390716836341],[12.96255944917839,77.56499094857922],[12.962799382026684,77.56566612604963],[12.963123674889662,77.56684648074011],[12.963604882875451,77.56812340990527],[12.963918713669326,77.56888527520547],[12.964232544067464,77.56984028945504],[12.964144677403423,77.5698288045082],[12.964003453723361,77.56962492506169],[12.963789002796728,77.56883086826988],[12.963647778914865,77.5685840668346],[12.963354869867405,77.56794560225204],[12.963129957329125,77.56733396391242],[12.962936427773055,77.56674378656719],[12.962695823250298,77.56598192126698],[12.962390530684969,77.56518283175009],[12.962076697964338,77.56414197352306],[12.961773325958278,77.56329426424536],[12.961616409258356,77.56257532093387],[12.961543181431194,77.56081551939533],[12.961126034749284,77.5593147065973],[12.96096911764135,77.55838115334213],[12.960833122734469,77.55803777743215],[12.960278681191394,77.55700764970231],[12.960236836496517,77.55912155764796],[12.960111302369699,77.55911082715079],[12.960048535282588,77.55679303975856],[12.95969285482319,77.5562243234077],[12.959138726889599,77.55578470026498],[12.958552897839184,77.55529109739444],[12.958270444054529,77.55490479949574],[12.958050757556098,77.55449704060266],[12.957841532139286,77.5537029838109],[12.957590461407019,77.55291965751628],[12.95734985171777,77.55221144470202],[12.957378149402723,77.55203955800822]]",1,FKUSR00009,FKUSR00009,,,,Chamarajpet,,,,,,,,,,,,
FKID003706,planned,12.98306392,77.61063549,12.98442355,77.61178378,"Rakhra Sports, 22, Veerapillai Street, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India","Kamaraj Road, Commercial Street Market, K Kamaraj Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",construction,True,2024-03-31 12:05:46+00,2024-05-30 11:35:46+00,active,yes,2024-04-03 23:31:01.937704+00,,,Culvert Work By GBA,,,CBD 1,High,,,,2024-04-03 23:31:01.891623+00,"[[12.98306392220629,77.61063549135304],[12.983105756901795,77.61063549135304],[12.983424746223339,77.61076963691153],[12.983665295276966,77.61096817233816],[12.983864009536937,77.61118280523173],[12.984073182270494,77.61142426723708],[12.984407858277976,77.61171938746577],[12.984423546204749,77.61182133809025],[12.98432941862916,77.61178377733387],[12.984130704741366,77.61161207101898],[12.983994742516035,77.61146182799344],[12.983827404290457,77.61129012167855],[12.983675753926184,77.61106475714027],[12.983518874141613,77.6110003672722],[12.983262636947147,77.61081256349027],[12.98306392220629,77.6107213445105],[12.983137132918783,77.61061939388598],[12.983382911581533,77.6107374419775],[12.983602543372374,77.61090378247003],[12.983780340394214,77.61107548878492],[12.983921532056204,77.6112418292775],[12.984088870218425,77.61141353559239],[12.984298042762688,77.61161743684131],[12.984402628968818,77.61171938746577],[12.984423546204749,77.61178377733387]]",1,FKUSR00009,FKUSR00009,,,,Shivajinagar,,,,,,,,,,,,
FKID003707,planned,12.97736496,77.60867728,12.98092064,77.60996509,"Kamaraja Road Circle, Cubbon Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India","South Indian Sports Industries, 300, Dispensary Road, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",construction,True,2024-03-31 12:05:46+00,2024-05-30 10:35:46+00,active,yes,2024-04-03 23:32:45.995144+00,,,Culvert Work By GBA road closure,,,Old Madras Road,High,,,,2024-04-03 23:32:45.963165+00,"[[12.977364964936758,77.60867728497729],[12.977363716949478,77.60865632577564],[12.977907579913678,77.60883876373524],[12.978461900556747,77.60909632320754],[12.979162643751762,77.60925729787778],[12.9798215497302,77.60955778392882],[12.980804676038149,77.60993339149262],[12.980920637930893,77.60996509076483]]",1,FKUSR00009,FKUSR00009,,,,Shivajinagar,,,,,,,,,,,,
FKID003731,unplanned,12.96239447,77.76940255,,,"Kaithota, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560066, India",,procession,False,2024-01-30 03:50:04.846+00,2024-02-02 12:05:46+00,closed,yes,2024-01-30 06:35:47.932327+00,,west,demo,,,Non-corridor,Low,,,,2024-01-30 03:51:57.494949+00,[],1,FKUSR01356,FKUSR01356,,,,Whitefield,,,,,,,,,,,,
FKID003755,planned,13.00200051,77.61210604,13.03997167,77.62424041,"Doddi Circle, Pottery Road, Sagayapura, Richards Town, Sagayapuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India","Service Road, Kempapura, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560045, India",public_event,True,2024-04-04 17:05:46+00,2024-04-05 02:05:46+00,closed,yes,2024-04-05 02:05:46.040565+00,,,BAKRID BANDOBASTH,,,Non-corridor,Low,,,,2024-04-04 01:02:12.777772+00,"[[13.002000507884445,77.61210603843124],[13.001968851018574,77.61199862649131],[13.002273081627356,77.61204183112352],[13.002612962031092,77.61205792859056],[13.002942384131947,77.61210085516925],[13.00368488948553,77.61215987921501],[13.004118888064609,77.61221353743841],[13.004798758282893,77.61220946913922],[13.005253300966055,77.61225113330254],[13.005718669964832,77.61230479152597],[13.006210182341396,77.6123477181047],[13.006638947661743,77.61240674215043],[13.007052025745027,77.61251942441957],[13.007339459471318,77.61259462457373],[13.00765841765733,77.61274486759928],[13.008040121176846,77.61288974480246],[13.00837476487507,77.6130453536503],[13.008636204950127,77.613308278945],[13.00884535681174,77.61352291183863],[13.009028364545971,77.61371071562051],[13.009352549343635,77.61402193331625],[13.009671504940664,77.61429559025562],[13.009995688897583,77.61459071048434],[13.010293728613087,77.61486973324602],[13.010529022872321,77.61506826867264],[13.010732944383017,77.61525607245454],[13.010957780726113,77.61535265725668],[13.011334250425476,77.61561558255136],[13.011663660943553,77.61581411797792],[13.011663660943553,77.61581411797792],[13.011921631174262,77.61600600685095],[13.011921631174262,77.61600600685095],[13.012277108587268,77.61614013274915],[13.012569916844768,77.61627964412997],[13.012904554429902,77.61639232639911],[13.01324442026498,77.61655330106935],[13.013552913465741,77.61671964156187],[13.013960751345309,77.61682159218634],[13.014410417973268,77.61698256685658],[13.014708452381864,77.61713280988208],[13.01503262975277,77.61727768708526],[13.015450922508146,77.61749768580123],[13.015947644238294,77.61769085540547],[13.016345020905701,77.61782500096402],[13.016820826340409,77.61802353639058],[13.017437803455971,77.61820597435015],[13.017766446520985,77.6183293405174],[13.018127220084908,77.6184473886089],[13.018508907486583,77.61854397341102],[13.018838308470182,77.61864055821317],[13.019251366227698,77.61875324048229],[13.019690566125947,77.6188337278174],[13.020182050803367,77.61890884933018],[13.020689220139923,77.61896250755356],[13.021081360667857,77.61896787337591],[13.021342787341661,77.61908592146743],[13.02201726688616,77.61926299360465],[13.022314924795682,77.61929522505075],[13.022654777725645,77.6193274199848],[13.023026001162542,77.61935424909649],[13.02349656528301,77.61940254149758],[13.023867787458409,77.6194454680763],[13.024265151424057,77.61949912629969],[13.024584087830052,77.61954205287842],[13.024950079921064,77.61962790603584],[13.025264459529,77.61966441215502],[13.025834359699202,77.61985221593694],[13.026205578370801,77.61993806909436],[13.026649994358525,77.6201151412316],[13.027094409548718,77.62024392096778],[13.027632935122188,77.62037806652629],[13.027904811665861,77.62045855386141],[13.028296940770414,77.62053904119648],[13.028814550237584,77.62060343106455],[13.029175307711183,77.62060343106455],[13.029577891517668,77.62072147915605],[13.029996159714175,77.62082342978053],[13.030283718689372,77.6209790386284],[13.030634017353366,77.62112928165392],[13.031099338692762,77.62131708543585],[13.031564659157546,77.6215639132635],[13.03207180518482,77.62174098540072],[13.032505754053382,77.62191805753795],[13.03293447387531,77.62210049549753],[13.033357964677675,77.62228293345713],[13.033802367826949,77.62242781066027],[13.034204944108662,77.62261024861986],[13.03476959545241,77.62282488151347],[13.035156341794922,77.6229160906631],[13.035788957911256,77.62303413875456],[13.036437257046869,77.62311999191202],[13.036933936687197,77.62321657671414],[13.03724240038302,77.62328633240458],[13.037739078407231,77.62335072227265],[13.038261896303002,77.62342584378541],[13.038565130176366,77.6234741361865],[13.038957242392618,77.6235814526333],[13.0392029657314,77.62375852477055],[13.039527111039007,77.62391413361838],[13.039793746376924,77.6240321817099],[13.040018556340485,77.62413413233435],[13.039856484061714,77.62428437535989],[13.039485285861883,77.62399998677584],[13.039229106497752,77.62387120703966],[13.039025208446915,77.62377462223753],[13.038899732639791,77.62368340325777],[13.038753344117717,77.62368340325777],[13.038523304836602,77.62361901338969],[13.038282808995842,77.62354925769927],[13.03796911841747,77.62349559947585],[13.037645215269995,77.62343660913355],[13.037247872779645,77.6233936825548],[13.037007375699218,77.62340441419951],[13.036557750095733,77.62331856104204],[13.036092439017976,77.62325953699631],[13.035695094034287,77.62317904966119],[13.03541276957924,77.62314148890485],[13.035020651746244,77.62305026992505],[13.034754341658783,77.622991348394],[13.03444064660752,77.62288939776953],[13.03406944028323,77.6227284230993],[13.033808027044712,77.62261037500784],[13.033520472163447,77.62250842438333],[13.033170177584013,77.62237964464717],[13.0327832844873,77.62222940162162],[13.03242776056797,77.6221006218855],[13.032046591237956,77.62195056282462],[13.03158649999358,77.62172519828636],[13.03122051771127,77.6216017843725],[13.030880676536077,77.62147300463634],[13.03997166873418,77.62424040818702]]",1,FKUSR00009,FKUSR00009,,,,K.G. Halli,,,,,,,,,,,,
FKID003758,planned,12.99351325,77.60736145,12.99482302,77.59625375,"A.K.S. Convention Hall, 70, Saint John's Church Road, Bharathi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India","Millers Road Underpass, Jayamahal, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560046, India",public_event,True,2024-04-04 19:05:46+00,2024-04-05 00:05:46+00,closed,yes,2024-04-05 00:05:46.007677+00,,,"Special prayer on the
occasion of [PERSON]
festival",,,Non-corridor,Low,,,,2024-04-02 23:31:51.388038+00,"[[12.993513251880367,77.60736144669093],[12.99357978961505,77.60724051332254],[12.993616398813636,77.60703663387602],[12.993632088468507,77.60683275442948],[12.993867433172698,77.60621575084126],[12.994118467277952,77.60560947775025],[12.994651913908916,77.60427889609916],[12.994866338212168,77.60363506626798],[12.995018004070907,77.60321121162914],[12.995174899689362,77.60268541726703],[12.995337025057633,77.60197720445275],[12.99544162201321,77.60151042782518],[12.995629896422212,77.6005446830784],[12.995514839855899,77.6000510802078],[12.995337025057633,77.59952528584573],[12.995044153347532,77.59853271485602],[12.99476697087514,77.5976474488381],[12.994583925676546,77.59702508000133],[12.994610074998894,77.59685875729495],[12.994693752811887,77.59641880691031],[12.994693752811887,77.59632223243567],[12.994855878494334,77.59613981398348],[12.994934326367199,77.59639734591593],[12.994887257646447,77.59652074663357],[12.994808809758723,77.59690167928369],[12.994756511153135,77.59714848071897],[12.99484018891679,77.5973577254141],[12.995101681746437,77.59818397369746],[12.995340922759091,77.5990591246655],[12.995565806155591,77.59977806797698],[12.99579591918765,77.60049164603987],[12.995529197244451,77.60188124542546],[12.995832158332847,77.60178463772827],[12.99625054505635,77.60157539303314],[12.996627092504603,77.6013554178408],[12.997082086575876,77.60115153839428],[12.997652135442188,77.60080279723573],[12.998138506375751,77.60058282204342],[12.998588267896258,77.60036821209968],[12.999168772840015,77.60011068016722],[12.999168772840015,77.60021798513908],[12.998823607901956,77.60036821209968],[12.998269251087827,77.60065257027513],[12.99763644604138,77.60097448519069],[12.997134384691545,77.6012105561288],[12.996893813268212,77.6013554178408],[12.996339452144252,77.60164514126484],[12.995983823601593,77.60182219446843],[12.995617734863778,77.60201534341773],[12.995732791382384,77.60195632568325],[12.995523597672495,77.60199924767196],[12.995324863484836,77.60264844275173],[12.995167967961136,77.60317960236246],[12.995011072338306,77.60378587545348],[12.994812337740367,77.60425265208107],[12.994754809274442,77.60447262727338],[12.99457176406688,77.60495549964679],[12.994362569378703,77.60539545003138],[12.994268431711507,77.60575492168715],[12.994085386145382,77.6061036628457],[12.993907570323348,77.60659190046766],[12.993782053195831,77.6069245458804],[12.993666995773186,77.6073269395249],[12.993578087728267,77.60726255654177],[12.993619926812212,77.60687625864308],[12.993776823314136,77.60647386499859],[12.993975558740928,77.60590514864774],[12.99424751222508,77.60539008478281],[12.994425327803649,77.60485355992348],[12.994686821070227,77.60418290384935],[12.994948314061395,77.6033888470576],[12.995167967961136,77.60260552076302],[12.995351012729135,77.60195632568325],[12.995455609678833,77.6015217405472],[12.995622964706683,77.60053990005466],[12.995246943514307,77.59927347547348],[12.995074358378636,77.59863501089087],[12.994791946079634,77.59779266686179],[12.994567061982178,77.59700397531861],[12.99468734885034,77.59633868449305],[12.994859934255047,77.59615090079231],[12.99482301573963,77.59625375360287]]",1,FKUSR00009,FKUSR00009,,,,Pulikeshinagar(F.Town),,,,,,,,,,,,
FKID003762,unplanned,12.9380884,77.698943,0.0,0.0,"Panathur Main Road, Vaswani Presidio, Kaverappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",,construction,False,2024-04-04 22:16:55.172+00,,closed,yes,2024-04-17 19:36:14.078533+00,,,panathur main road towards bhoganahalli sir [PERSON] work sir traffic no problem sir,,,Non-corridor,Low,,,,2024-04-04 22:18:15.508098+00,,1,FKUSR00369,FKUSR00001,,,,HAL Old Airport,,FKKG000359,,,,FKUSR00369,2024-04-17 19:36:14.078038+00,,,,,
